n_sample,n_network,n_rdds,n_variables,n_coupling_signals,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
95,1,5,5,2,38,1.0817327499389648,224,0.06732892990112305,5,0.09691476821899414
95,2,5,5,3,114,2.5106000900268555,3457,0.844027042388916,10,110.0856077671051
95,3,5,5,4,174,4.541508197784424,11472,2.663438081741333,14,10327.431537866592
96,1,5,5,2,29,0.9483633041381836,154,0.050034284591674805,3,0.013861417770385742
96,2,5,5,3,96,2.2117106914520264,2342,0.6729769706726074,34,61.97404646873474
96,3,5,5,4,175,4.546469211578369,10243,2.783820152282715,8,2921.680559158325
97,1,5,5,2,54,1.2488958835601807,491,0.1278364658355713,15,0.6262290477752686
97,2,5,5,3,69,1.9302558898925781,1279,0.2879314422607422,10,6.766897916793823
97,3,5,5,4,163,4.83429741859436,8792,2.409846305847168,3,1295.8194842338562
98,1,5,5,2,43,1.1630780696868896,294,0.09911966323852539,4,0.08038091659545898
98,2,5,5,3,62,1.9515750408172607,1132,0.25841593742370605,9,2.2633047103881836
98,3,5,5,4,130,3.74308443069458,6142,1.504944086074829,3,517.7648665904999
99,1,5,5,2,54,1.0487852096557617,573,0.13882064819335938,28,0.2790350914001465
99,2,5,5,3,119,2.4626197814941406,3714,0.8765008449554443,37,290.6415343284607
99,3,5,5,4,171,4.498647212982178,10808,2.746553659439087,40,5230.421006441116
100,1,5,5,2,50,1.2257003784179688,510,0.1283717155456543,26,1.096348762512207
100,2,5,5,3,93,2.471078395843506,2254,0.5111980438232422,22,77.58443140983582
100,3,5,5,4,148,3.961087465286255,7902,1.978076457977295,8,1095.7330451011658
