n_sample,n_network,n_rdds,n_rdda_attractors,t_find_attractors_method,n_pair_attractors,t_comp_paris_method,n_attractor_fields,t_optimized_method
36,3,5,51,0.8384988307952881,415,0.09786009788513184,54,1.2677650451660156
36,4,6,45,0.9319963455200195,320,0.08422088623046875,22,0.25574684143066406
36,5,7,66,1.240544080734253,501,0.13103127479553223,46,4.115154027938843
36,6,8,77,1.4568428993225098,604,0.15027260780334473,0,0.01204228401184082
36,7,9,107,1.5862717628479004,1000,0.27424168586730957,304,204.03630948066711
36,8,10,112,1.9885118007659912,1374,0.32147979736328125,0,0.0206146240234375
37,1,3,18,0.4867541790008545,88,0.03285861015319824,3,0.005780935287475586
37,2,4,28,0.6529667377471924,192,0.04997086524963379,5,0.04028916358947754
37,3,5,39,0.7869729995727539,276,0.07381749153137207,9,0.1813061237335205
37,4,6,65,1.1767990589141846,552,0.13317656517028809,108,3.0244557857513428
37,5,7,54,1.2179796695709229,408,0.10941123962402344,18,2.0694518089294434
37,6,8,68,1.2661645412445068,521,0.14295649528503418,68,2.975454807281494
37,7,9,101,1.7803316116333008,1025,0.24462127685546875,0,1.4358904361724854
37,8,10,128,2.2016477584838867,1495,0.42853307723999023,8793,364.66667914390564
38,1,3,16,0.4335784912109375,78,0.023196697235107422,3,0.0067043304443359375
38,2,4,32,0.6337869167327881,238,0.06280684471130371,13,0.06280922889709473
38,3,5,38,0.8071062564849854,296,0.06823134422302246,8,0.16989374160766602
38,4,6,53,1.0694222450256348,437,0.10254526138305664,60,0.4243581295013428
38,5,7,58,1.1798179149627686,374,0.09860062599182129,120,0.8200414180755615
38,6,8,74,1.411853313446045,681,0.16837024688720703,0,0.009568452835083008
38,7,9,115,1.8884928226470947,1346,0.35462331771850586,7308,2533.876832008362
38,8,10,79,1.7044928073883057,558,0.1571335792541504,180,42.059072732925415
39,1,3,30,0.5292773246765137,300,0.06477808952331543,19,0.058672428131103516
39,2,4,55,0.88027024269104,602,0.13184642791748047,52,1.0735726356506348
39,3,5,45,0.8370473384857178,323,0.0848085880279541,36,0.17416095733642578
39,4,6,61,1.2189617156982422,515,0.15282559394836426,48,0.3672451972961426
39,5,7,77,1.3491873741149902,699,0.19765067100524902,140,10.822919130325317
39,6,8,62,1.280998945236206,361,0.1049356460571289,0,0.06396079063415527
39,7,9,108,1.8780674934387207,1083,0.2731175422668457,0,0.023460865020751953
39,8,10,124,1.9804611206054688,1174,0.3272130489349365,2532,698.3715076446533
40,1,3,26,0.5748238563537598,197,0.04838085174560547,7,0.020516157150268555
40,2,4,35,0.7358500957489014,208,0.06538558006286621,4,0.023989439010620117
40,3,5,43,0.8872184753417969,336,0.0872657299041748,51,0.2869596481323242
40,4,6,41,0.9320869445800781,229,0.0653069019317627,0,0.005707979202270508
40,5,7,55,1.1162693500518799,342,0.10881853103637695,14,0.4639308452606201
